stringNum	noteStime	TrueSuccess	perceivedSuccess
0	0	False	False
2.25	3179.3720703125	False	False
0	6358.744140625	False	False
2.25	17486.546875	False	False
0	20665.91796875	False	False
2.25	34973.09375	False	False
0	36562.77734375	False	False
2.25	50869.953125	False	False
0	52459.63671875	False	False
