Pos1	vel1	Pos2	vel2	pos1d	pos2d	kp1	kd1	Kp2	kd2	time
0	0	0	0	0	0	0	1.66864955425262	0	1.73544788360596	0
0	-0.0109532158927126	0	-0.0164678118562064	0	0	5.08932915188609E-06	1.66929805278778	2.34672987655671E-05	1.73933911323547	0.001
0	-0.021896255054088	0	-0.0331291483412943	0	0	4.04700528635615E-05	1.67091941833496	0.000185857264197509	1.73512363433838	0.002
0	-0.0328444635558511	0	-0.0493440495327249	0	0	0.000135763623935858	1.67221641540527	0.000620953600000362	1.73415088653564	0.003
0	-0.0437332958723738	0	-0.0652751493140242	0	0	0.000319866011648351	1.6702709197998	0.00145700282469097	1.7347993850708	0.004
0	-0.0543129321991958	0	-0.0809788685677387	0	0	0.000620953600000362	1.67059516906738	0.00281679012345659	1.73415088653564	0.005
0	-0.0646965898449087	0	-0.0963137554816303	0	0	0.00106648908595197	1.66573119163513	0.00481771519999974	1.74063611030579	0.006
0	-0.0745171429285824	0	-0.111734339113071	0	0	0.00168322737766413	1.66994655132294	0.00757186812839539	1.73512363433838	0.007
0	-0.0843394875855152	0	-0.126360600065941	0	0	0.00249722149273612	1.66670393943787	0.0111861052049385	1.73609638214111	0.008
0	-0.0936566794181666	0	-0.140612654099122	0	0	0.00353382845644834	1.66735243797302	0.0157621248000002	1.73739349842072	0.009
0	-0.102703247756946	0	-0.154484437200608	0	0	0.00481771519999974	1.67091941833496	0.0213965432098764	1.73771774768829	0.01
0	-0.111653429406888	0	-0.167883446485045	0	0	0.0063728644587524	1.66929805278778	0.0281809705086422	1.73836624622345	0.011
0	-0.12015671496662	0	-0.180812232992168	0	0	0.00822258067046366	1.6689738035202	0.0362020864000003	1.73512363433838	0.012
0	-0.128287067820617	0	-0.19298243037526	0	0.0699881716346221	0.010389495873536	1.66962230205536	0.0455417160691356	1.73577213287354	0.013
0	-0.136100003609057	0	-0.204654906118353	0	0.104977904363102	0.0128955756052482	1.6702709197998	0.0562769060345678	1.73609638214111	0.014
0	-0.143589975751348	0	-0.215798928308536	0	0.10497290716359	0.0157621248000002	1.66929805278778	0.0684800000000001	1.73285377025604	0.015
0	-0.150648054868194	0	-0.226160038926802	0	0.104967220690676	0.0190097936875517	1.6689738035202	0.0822187147061726	1.73642063140869	0.016
0	-0.15731502253234	0	-0.236213529161498	0	0.104960803627851	0.0226585836912641	1.66605544090271	0.0975562157827161	1.73512363433838	0.017
0	-0.163422930509573	0	-0.24561960238597	0	0.104953615224702	0.026727853326336	1.66702818870544	0.114551193600001	1.74063611030579	0.018
0	-0.169227526219251	0	-0.254857777470432	0	0.104945615294487	0.0312363240980478	1.66929805278778	0.133257939120988	1.73771774768829	0.019
0	-0.174817143957806	0	-0.263341943570896	0	0.104936764211719	0.0362020864000003	1.66767680644989	0.153726419753086	1.73577213287354	0.02
0	-0.179943691372125	0	-0.271146770155266	0	0.104927022909747	0.0416426054123518	1.66670393943787	0.176002355200001	1.74063611030579	0.021
0	-0.18465556599372	0	-0.278757625992208	0	0.104916352878335	0.0475747270000637	1.67124366760254	0.200127293313581	1.73739349842072	0.022
0	-0.189318372173305	0	-0.285616518557034	0	0.104904716161244	0.0540146836111361	1.67059516906738	0.22613868594568	1.73609638214111	0.023
0	-0.193602161304264	0	-0.291871095897016	0	0.104892075353814	0.0609781001748484	1.66735243797302	0.2540699648	1.73512363433838	0.024
0	-0.197346502603436	0	-0.297557277124134	0	0.104878393600541	0.0684800000000001	1.66864955425262	0.283950617283951	1.73804199695587	0.025
0	-0.200856031205418	0	-0.302961781446374	0	0.104863634592662	0.0765348106731523	1.66962230205536	0.315806262360494	1.73544788360596	0.026
0	-0.204119595193608	0	-0.307713464422751	0	0.104847762565732	0.0851563699568638	1.66962230205536	0.3496587264	1.73609638214111	0.027
0	-0.207084094224504	0	-0.312055163320894	0	0.10483074229721	0.0943579316879362	1.66962230205536	0.385526119032099	1.73901474475861	0.028
0	-0.209760009433509	0	-0.316162019263662	0	0.104812539104033	0.104152171675648	1.66800105571747	0.423422908997532	1.73447513580322	0.029
0	-0.212052851178801	0	-0.319528255210937	0	0.104793118840204	0.114551193600001	1.66929805278778	0.463360000000001	1.73188102245331	0.03
0	-0.214163703200926	0	-0.322307731514481	0	0.104772447894365	0.125566534909952	1.66832530498505	0.505344806558026	1.73577213287354	0.031
0	-0.215956434902529	0	-0.324972877344695	0	0.104750493187385	0.137209172721664	1.66962230205536	0.549381329856791	1.73901474475861	0.032
0	-0.217590140236086	0	-0.327495870382813	0	0.104727222169938	0.149489529716736	1.6718921661377	0.595470233600001	1.73285377025604	0.033
0	-0.219139298659488	0	-0.329235477404629	0	0.104702602820082	0.162417480040448	1.66410982608795	0.64360891986173	1.73577213287354	0.034
0	-0.21996164081947	0	-0.330845316441408	0	0.104676603640841	0.176002355200001	1.6702709197998	0.693791604938273	1.73447513580322	0.035
0	-0.220975758041636	0	-0.332047966957267	0	0.104649193657789	0.190252949962752	1.66962230205536	0.746009395200002	1.73512363433838	0.036
0	-0.221750239933642	0	-0.332997155949865	0	0.104620342416625	0.205177528254464	1.66929805278778	0.800250362943212	1.73739349842072	0.037
0	-0.222317084169449	0	-0.333823443343296	0	0.104590019980758	0.220783829057536	1.66994655132294	0.856499622241977	1.73609638214111	0.038
0	-0.222750332997413	0	-0.334293430554292	0	0.104558196928886	0.237079072309249	1.6702709197998	0.914739404800001	1.73382651805878	0.039
0	-0.223039391052517	0	-0.334355308831107	0	0.104524844352579	0.2540699648	1.66800105571747	0.974949135802471	1.73771774768829	0.04
0	-0.223025907566454	0	-0.334456620579241	0	0.104489933853857	0.271762706071552	1.66800105571747	1.0371055097679	1.73739349842072	0.041
0	-0.222867908355481	0	-0.334317372999009	0	0.104453437542772	0.290162994315264	1.66864955425262	1.1011825664	1.73123252391815	0.042
0	-0.2226177991829	0	-0.333543897449299	0	0.104415328034988	0.309276032270336	1.66994655132294	1.16715176643951	1.73706924915314	0.043
0	-0.222327445280909	0	-0.3329915498982	0	0.104375578449364	0.329106533122049	1.66605544090271	1.23498206751605	1.73739349842072	0.044
0	-0.221668907796681	0	-0.332288407089899	0	0.104334162405533	0.3496587264	1.66735243797302	1.30464	1.74031186103821	0.045
0	-0.220989046798254	0	-0.331628954209148	0	0.104291054021483	0.370936363876353	1.66800105571747	1.37608974285432	1.73512363433838	0.046
0	-0.220254838207472	0	-0.330457800517617	0	0.104246227911137	0.392942725464065	1.66994655132294	1.44929319948642	1.73966336250305	0.047
0	-0.219558996137765	0	-0.329468288285474	0	0.104199659181937	0.415680625115137	1.66994655132294	1.5242100736	1.73674499988556	0.048
0	-0.218782671157657	0	-0.328149656935506	0	0.104151323432422	0.439152416718849	1.66994655132294	1.60079794504692	1.73447513580322	0.049
0	-0.217933042441865	0	-0.326558681394251	0	0.104101196749806	0.463360000000001	1.66929805278778	1.67901234567902	1.73674499988556	0.05
0	-0.216974849549282	0	-0.325024541986267	0	0.104049255707568	0.488304826417153	1.66994655132294	1.7588068352	1.73642063140869	0.051
0	-0.215999063976615	0	-0.323376103502528	0	0.103995477363022	0.513987905060865	1.66929805278778	1.84013307701729	1.73771774768829	0.052
0	-0.214927645471394	0	-0.321736673478894	0	0.103939839254905	0.540409808551937	1.66864955425262	1.92294091409383	1.73804199695587	0.053
0	-0.213766670234469	0	-0.320047148752322	0	0.103882319400956	0.567570678939649	1.67059516906738	2.0071784448	1.73544788360596	0.054
